file,c11,c21,c31,c12,c22,c32,c13,c23,c33,c14,c24,c34,c15,c25,c35,c16,c26,c36
puertorican_mismatch_declarative-narrow-focus_Mi-tia-odia-la-lluvia,491.8,1795.6,2687.9,0.1,124.8,113.6,-89,176,19.9,-81.1,37.1,78.7,25,-126.7,-144.6,-26.1,-214,126.4
puertorican_mismatch_interrogative-partial-wh_Cuando-comia-la-fruta,514.2,1292.7,2097.7,44.6,-110.9,-63.5,-46.1,-91.1,-64.5,27.9,12,152.2,83.8,133.2,-130.6,-20.7,-27.8,109.7
puertorican_mismatch_interrogative-partial-wh_Cuando-lavaba-el-plato,600.9,1461.2,2647.5,35.2,-60.6,-57.3,9,-71,46.1,-6.1,97.7,-11,-19.9,-227.8,-84.8,95.7,-117.3,12.8
puertorican_mismatch_interrogative-partial-wh_Cuando-miraba-la-luna,597.2,1529.6,2578.6,64.4,38.3,58.5,-44.6,-124.1,3.3,52.3,-188.9,38.2,74.3,-96.8,-88.9,-68.8,-12.6,-65.6
puertorican_mismatch_interrogative-partial-wh_Por-que-desayuna-muy-bien,503.8,1881.5,2575.6,93.1,-186.9,-22.1,-70.2,8.8,11.4,-36.3,-201.8,-49.9,-24.5,-37.3,91.2,-28.6,-62.8,-14.9
puertorican_mismatch_interrogative-partial-wh_Por-que-odiaba-la-lluvia,488.3,1654.2,2502,22.1,-56,-6.4,-80.8,10.5,-30.6,-0.5,-97.9,93.5,83.6,-156.7,-89.1,-39.9,-112.4,-3.7
puertorican_mismatch_interrogative-partial-wh_Por-que-oia-el-rio,510.4,1667.9,2323.2,26.9,-34.3,20.6,-35.2,-282.5,-0.1,-45.7,61.1,1.5,28.2,-251.4,-35.4,38.9,-31.3,-16
puertorican_mismatch_interrogative-partial-wh_Por-que-venia-del-lago,567.2,1642.2,2533.5,-8.3,143.6,-15,-45.6,-427.2,-86.5,1,-65.8,21.2,-30.5,-97.9,64.5,32.7,-10.2,-73.9
puertorican_mismatch_interrogative-partial-wh_Por-que-vivia-en-Paris,497.6,1785.2,2371.1,24.4,-162.3,-122.2,-24.1,-130.4,26.5,-1.1,-290.5,30.8,-10,15.2,-29.1,-1.4,-102.9,-9.1
puertorican_mismatch_interrogative-total-yn_El-bebe-comia-muy-bien,554.8,1844,2540.7,22,-130.2,-124.6,-59,184.7,51.4,-21.3,-40.8,20.6,-37,-7.4,89.5,72.1,14.6,-52.4
puertorican_mismatch_interrogative-total-yn_El-hombre-mira-la-luna,544.3,1338.3,2007.5,7.1,49.2,84,-49.2,10.4,82.5,85.3,61.2,-22.7,37.6,259.8,-33.3,-34.3,21.9,34.8
puertorican_mismatch_interrogative-total-yn_El-nino-oye-el-rio,559.7,1915.5,2668.6,62.3,168.3,101.5,-66.2,170.7,11.7,-32.7,85.4,72,52.3,-335.1,-93.1,36,-54.6,-41.3
puertorican_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris,564.1,1617.5,2211.9,83.3,-184.3,-46.3,-44.7,76.5,74.9,5,-264.2,-261.5,8.2,41.6,-23.7,22.7,-137.1,-91.7
puertorican_mismatch_interrogative-total-yn_La-nina-lava-el-plato,614.3,1541.1,2304.6,40.6,297.9,165.6,-18.3,-88.1,-51.6,-11.6,20.9,36.9,-1.5,-264.9,-106.2,137.7,-36.2,26.3
puertorican_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta,588.1,1440.6,2158.2,15.6,121.7,-16.1,-24,53.3,17,-15.3,-34.4,156,-27,-16.5,-69.4,-95.3,-46.4,143
puertorican_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago,604.5,1690.2,2536,-17.3,108.3,-47.8,-21.1,-181.7,1.4,10.1,169.2,49.9,-46.2,129.3,-22.6,-11.6,133.6,-42.9
puertorican_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia,570.1,1787.1,2671.7,26.3,277.4,142,-113.9,247,-53.7,-84.5,56,-41.2,83.8,-105.2,-27,-12,-327,-8.9
puertorican_statement_filler_La-nina-pinta-con-su-amiga,517.9,1326.9,2198.9,60.3,307.5,124.4,24.6,80.1,-33.5,-11.1,-68.2,-17.8,12.1,-51.6,-189.7,-42.8,-23.7,-14.1
